High,Low,Close
3195.43,3174.3,3182.08
3192.93,3173.32,3190.8
3187.67,3156.99,3161.0
3160.65,3123.03,3132.5
3162.0,3136.42,3162.0
3190.63,3162.15,3178.56
3198.89,3173.89,3181.54
3208.94,3174.45,3208.54
3218.07,3202.72,3215.6
3216.34,3190.15,3207.91
3233.58,3208.43,3224.11
3221.83,3079.89,3170.06
3224.59,3172.0,3224.52
3251.39,3225.33,3246.4
3247.94,3223.75,3236.33
3261.5,3236.34,3260.67
3292.08,3261.39,3277.2
3286.64,3266.04,3278.58
3292.26,3268.82,3276.49
3314.06,3276.58,3314.06
3317.02,3292.31,3303.77
3329.67,3280.51,3299.92
3304.76,3281.45,3292.92
3304.01,3284.85,3298.27
3314.0,3288.84,3302.98
3320.01,3303.18,3310.84
3339.27,3311.09,3333.05
3346.56,3314.45,3326.51
3339.22,3312.88,3320.46
3349.91,3318.74,3349.91
3351.28,3329.44,3343.63
3343.57,3305.42,3310.62
3310.83,3280.49,3280.49
3307.45,3281.13,3292.41
3331.29,3289.21,3331.29
3370.84,3331.35,3370.84
3367.38,3338.53,3354.16
3356.66,3328.09,3334.15
3340.27,3323.06,3326.38
3343.35,3302.18,3307.42
3307.15,3278.01,3298.2
3300.83,3270.1,3283.84
3328.17,3284.35,3328.17
3340.12,3325.27,3330.44
3324.01,3299.28,3299.28
3297.57,3272.23,3294.25
3293.69,3253.53,3258.52
3270.27,3224.1,3224.1
3241.49,3196.65,3239.96
3255.43,3232.93,3234.1
3265.23,3235.34,3263.78
3293.1,3265.1,3282.29
3291.77,3264.2,3274.42
3303.05,3275.08,3303.05
3341.8,3303.42,3341.8
3359.95,3339.49,3349.46
3351.67,3332.58,3346.63
3365.98,3343.1,3359.65
3377.46,3349.7,3354.64
3358.04,3325.26,3325.55
3345.29,3325.71,3338.99
3352.08,3329.54,3339.02
3378.23,3338.38,3366.57
3368.48,3335.48,3356.28
3379.42,3356.55,3375.64
3375.3,3325.49,3326.78
3325.87,3292.44,3312.26
3332.32,3313.96,3331.55
3401.02,3335.0,3400.93
3399.06,3377.9,3384.24
3431.14,3385.25,3429.42
3435.2,3407.03,3412.75
3438.76,3414.77,3428.51
3451.34,3429.45,3449.34
3464.24,3432.47,3464.24
3461.18,3418.84,3418.84
3416.82,3363.12,3384.15
3391.6,3362.63,3374.1
3400.78,3373.58,3381.17
3405.63,3380.8,3387.46
3384.89,3350.07,3359.85
3361.28,3318.37,3331.42
3359.52,3316.15,3349.58
3368.42,3349.7,3356.61
3363.54,3330.14,3334.79
3330.0,3272.21,3279.61
3329.92,3276.61,3284.78
3288.77,3264.92,3271.05
3310.13,3267.51,3310.13
3324.13,3292.52,3292.52
3316.32,3285.75,3304.32
3302.12,3237.53,3241.14
3259.63,3212.07,3245.21
3320.15,3250.1,3319.74
3326.84,3305.42,3312.45
3328.88,3288.07,3320.62
3363.6,3322.52,3361.64
3364.71,3343.86,3355.28
3372.34,3340.34,3362.83
3380.86,3350.95,3361.75
3368.86,3351.22,3355.77
3381.06,3353.08,3361.05
3407.64,3361.43,3406.23
3426.51,3396.7,3412.34
3419.91,3397.45,3413.96
3413.33,3380.83,3391.59
3419.64,3393.12,3404.12
3447.66,3407.88,3427.18
3456.53,3426.95,3450.01
3457.13,3443.82,3450.51
3471.43,3453.13,3471.43
3474.27,3448.0,3459.15
3468.63,3457.0,3466.08
3493.4,3452.46,3453.11
3476.79,3438.91,3463.67
3462.55,3439.68,3447.07
3501.54,3448.23,3501.43
3521.05,3502.94,3519.63
3521.32,3490.27,3499.4
3523.94,3497.43,3516.84
3530.71,3495.71,3505.34
3510.38,3477.77,3510.38
3509.92,3488.89,3500.8
3532.38,3501.33,3514.07
3532.51,3507.55,3528.34
3537.46,3510.71,3519.12
3526.74,3510.4,3522.3
3566.64,3522.42,3556.76
3560.98,3546.38,3551.1
3565.25,3537.46,3561.11
3593.58,3562.25,3591.99
3600.1,3586.32,3591.02
3607.94,3593.16,3599.47
3619.61,3599.47,3612.21
3615.39,3601.65,3605.12
3621.89,3606.84,3616.33
3616.09,3572.16,3578.93
3605.95,3578.73,3604.33
3638.42,3601.84,3614.34
3652.46,3615.23,3652.46
3661.65,3643.17,3650.24
3666.99,3647.66,3666.99
3685.99,3667.1,3671.78
3671.23,3638.77,3644.94
3674.31,3645.73,3668.61
3676.0,3656.99,3670.2
3670.27,3618.06,3629.25
3649.1,3621.03,3644.41
3639.57,3606.54,3610.07
3609.34,3550.16,3570.17
3597.34,3572.19,3593.22
3612.37,3550.8,3550.8
3550.24,3515.07,3544.31
3553.16,3526.37,3532.68
3578.0,3532.72,3578.0
3641.42,3577.98,3641.42
3685.48,3643.35,3685.48
3685.65,3664.45,3677.52
3707.63,3671.67,3691.41
3728.8,3674.89,3728.25
3745.14,3677.05,3677.05
3696.0,3652.76,3678.48
3704.17,3672.53,3682.32
3698.63,3656.2,3680.8
3680.05,3637.93,3671.37
3726.81,3672.34,3726.81
3735.14,3692.63,3695.63
3727.46,3684.83,3727.46
3744.66,3707.25,3734.48
3749.36,3720.41,3729.79
3756.47,3730.82,3756.47
3777.16,3749.94,3767.7
3769.16,3749.88,3766.74
3800.78,3767.21,3779.51
3818.48,3771.06,3818.48
3831.16,3796.21,3813.29
3826.0,3805.55,3826.0
3840.56,3819.65,3840.56
3840.31,3769.25,3774.51
3806.34,3772.49,3806.03
3820.55,3745.46,3763.73
3774.03,3715.35,3733.95
3766.47,3737.58,3754.07
3751.3,3719.92,3745.2
3757.16,3702.04,3727.96
3765.56,3736.61,3757.59
3798.46,3741.51,3798.46
3827.45,3801.03,3824.97
3833.48,3808.96,3833.48
3853.33,3834.11,3842.16
3847.88,3822.56,3839.71
3874.64,3820.5,3832.43
3863.95,3833.11,3842.03
3848.17,3811.02,3848.17
3872.62,3827.4,3868.48
3878.49,3850.46,3860.13
3875.01,3853.43,3870.89
3872.28,3826.49,3828.53
3846.52,3799.04,3811.45
3830.7,3799.12,3826.3
3881.69,3835.21,3874.61
3872.37,3840.64,3853.74
3881.11,3857.23,3878.64
3875.08,3843.18,3850.11
3865.82,3835.35,3863.92
3879.7,3848.73,3861.29
3874.59,3822.26,3823.11
3843.52,3813.8,3843.52
3843.62,3781.99,3788.81
3791.15,3753.47,3776.94
3787.52,3755.69,3779.94
3779.23,3749.71,3770.79
3825.18,3778.46,3820.96
3878.29,3820.93,3860.0
3892.35,3863.57,3888.46
3884.57,3858.67,3862.27
3888.65,3860.61,3871.09
3892.16,3873.06,3887.0
3889.43,3832.1,3865.42
3865.91,3833.74,3839.9
3864.19,3830.96,3862.24
3879.31,3817.6,3821.97
3843.66,3806.35,3843.08
3874.32,3836.65,3874.32
3897.4,3872.67,3877.53
3890.94,3866.35,3890.94
3889.78,3863.56,3863.56
3894.6,3836.67,3837.86
3829.82,3750.44,3750.44
3746.4,3680.95,3711.16
3750.12,3692.35,3730.36
3750.42,3605.19,3605.37
3649.54,3558.27,3606.33
3638.38,3601.68,3625.33
3622.35,3527.05,3539.77
3637.39,3541.56,3620.28
3617.11,3542.93,3574.86
3635.0,3555.18,3635.0
3699.8,3646.42,3699.8
3696.48,3677.02,3679.57
3683.3,3581.65,3590.91
3641.83,3542.41,3637.17
3652.84,3595.27,3648.33
3688.89,3622.96,3636.89
3638.59,3592.71,3604.33
3598.58,3519.86,3529.1
3575.67,3512.25,3562.36
3556.87,3462.37,3462.37
3531.7,3470.27,3520.99
3528.27,3477.06,3480.76
3476.33,3392.75,3408.02
3433.72,3379.66,3414.21
3496.64,3423.23,3493.25
3544.27,3459.56,3463.56
3520.51,3469.88,3490.24
3514.83,3453.14,3514.83
3526.86,3476.22,3526.84
3571.24,3523.72,3544.85
3564.06,3530.0,3550.15
3566.55,3528.59,3534.84
3555.94,3500.72,3506.93
3526.09,3484.71,3506.07
3583.9,3519.54,3582.61
3655.02,3592.01,3648.92
3662.92,3639.07,3662.92
3670.75,3646.04,3670.75
3656.71,3607.81,3618.64
3665.54,3624.02,3662.39
3670.45,3627.02,3651.33
3671.09,3621.34,3666.51
3656.65,3609.05,3617.78
3662.83,3622.26,3630.5
3617.55,3552.52,3562.56
3552.04,3508.25,3508.25
3518.34,3462.77,3498.62
3516.31,3475.98,3492.11
3585.65,3497.48,3585.65
3612.48,3580.86,3589.63
3590.68,3546.24,3557.08
3633.5,3559.34,3632.93
3651.74,3621.71,3631.5
3647.02,3625.07,3640.75
3681.55,3649.29,3681.55
3711.41,3659.67,3710.6
3711.52,3688.22,3691.87
3696.52,3632.51,3640.6
3696.77,3655.93,3696.35
3703.38,3647.96,3667.91
3729.29,3677.44,3718.09
3707.49,3654.09,3659.03
3684.78,3654.51,3668.1
3712.22,3651.29,3707.19
3686.63,3638.55,3675.44
3698.24,3659.1,3675.1
3720.39,3690.09,3719.11
3773.87,3706.87,3766.38
3798.63,3765.45,3790.94
3801.01,3779.32,3800.1
3807.48,3781.99,3791.4
3790.58,3765.38,3777.25
3797.51,3754.38,3792.55
3793.49,3753.04,3758.98
3796.84,3743.26,3781.87
3797.91,3766.21,3781.17
3811.84,3758.87,3808.57
3829.39,3800.05,3806.81
3829.4,3809.02,3817.86
3828.06,3802.39,3808.7
3836.22,3808.99,3820.89
3839.3,3824.02,3837.61
3835.82,3801.14,3817.76
3818.36,3765.73,3772.21
3766.8,3729.77,3739.7
3762.09,3736.31,3750.08
3745.78,3709.81,3742.06
3792.73,3729.36,3788.96
3810.07,3787.11,3805.55
3824.77,3786.7,3796.65
3825.15,3789.18,3812.11
3823.92,3790.83,3808.47
3811.25,3770.36,3780.18
3843.26,3775.48,3841.31
3867.74,3831.23,3857.14
3839.65,3800.65,3812.73
3842.67,3802.47,3822.12
3877.79,3838.0,3872.92
3899.04,3871.12,3896.18
3907.41,3885.32,3894.98
3921.15,3894.87,3899.41
3917.4,3875.76,3892.48
3886.09,3858.87,3880.14
3914.73,3883.38,3914.73
3949.47,3921.17,3939.86
3950.06,3919.88,3940.31
3942.17,3921.81,3939.48
3963.2,3943.35,3960.67
3969.72,3939.78,3967.39
4000.49,3964.44,3999.93
4008.67,3986.41,3999.07
4007.38,3987.52,4001.97
3993.33,3947.39,3949.57
4007.17,3958.29,3991.38
4000.76,3967.98,3986.82
4016.63,3981.18,3998.19
4024.75,3982.02,4019.02
4022.87,4003.96,4014.01
4025.56,4004.86,4019.14
4047.54,4019.98,4027.29
4039.77,3998.43,4017.27
4007.26,3979.81,4004.92
4019.84,3990.01,4004.8
4029.57,3999.78,4014.34
4010.72,3961.64,3974.62
4010.44,3971.83,3990.46
4045.22,3991.47,4045.22
4075.99,4045.52,4072.86
4078.99,4047.19,4073.81
4081.7,4059.21,4073.0
4072.42,4048.97,4063.84
4095.55,4059.51,4086.14
4097.05,4068.51,4084.33
4110.53,4089.39,4108.83
4116.79,4096.67,4109.71
4107.24,4066.05,4078.36
4101.04,4049.44,4096.74
4112.27,4090.91,4096.06
4118.4,4084.71,4094.97
4105.18,4070.31,4085.76
4078.44,4028.3,4048.16
4053.68,3978.25,3978.25
3990.75,3951.94,3975.11
4023.89,3983.51,4023.09
4036.72,3983.05,3987.23
4011.96,3914.46,3932.09
3965.16,3927.4,3962.93
4014.55,3961.06,4007.94
4015.8,3987.15,4002.31
4039.25,3991.84,4018.69
4028.14,3980.66,4019.89
4055.74,4024.14,4052.89
4062.2,4044.02,4059.74
4096.28,4054.64,4094.33
4122.89,4099.98,4118.84
4147.38,4119.08,4140.66
4141.46,4129.65,4130.06
4121.01,4085.18,4100.48
4130.8,4108.3,4118.54
4125.27,4104.46,4112.1
4109.86,4072.62,4073.5
4134.86,4079.7,4134.86
4142.06,4125.14,4130.66
4142.01,4119.94,4119.94
